elapsed_s	mem_available	cached	dirty	writeback	swap_free_delta	cg_current	cg_peak	cg_max	cg_high	cg_headroom	cg_anon	cg_file	cg_file_mapped	cg_file_dirty	cg_file_writeback	cg_swap_current	cg_swap_max	event_high_delta	event_max_delta	event_oom_delta	event_oom_kill_delta	swap_event_max_delta	psi_full_avg10	pswpin_delta	pswpout_delta	host_oom_kill_delta	pack_version	pack_layers	health
106.5	107382222848	13048274944	2887176192	538968064	0	22381092864	22386843648	107374182400	103079215104	84993089536	10450505728	11674669056	4011241472	2883592192	538968064	0	0	0	0	0	0	0	0.0	0	0	0	2	15	0
107.5	107374936064	13048283136	1150775296	538968064	0	22380900352	22386843648	107374182400	103079215104	84993282048	10450505728	11674669056	4011241472	1147150336	538968064	0	0	0	0	0	0	0	0.0	0	0	0	2	15	0
108.6	107251408896	11209146368	1584889856	0	0	20493262848	22386843648	107374182400	103079215104	86880919552	10450509824	9835466752	4011241472	1583357952	0	0	0	0	0	0	0	0	0.0	0	0	0	2	16	0
109.6	109511196672	7480139776	3760128	0	0	14493601792	22386843648	107374182400	103079215104	92880580608	8270569472	6073073664	1852641280	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	16	0
110.6	106965409792	9660907520	3760128	0	0	19405860864	22386843648	107374182400	103079215104	87968321536	10990034944	8251785216	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	16	0
111.6	106806591488	12743720960	3084476416	0	0	22033825792	22386843648	107374182400	103079215104	85340356608	10450612224	11334598656	4032368640	3082821632	0	0	0	0	0	0	0	0	0.0	0	0	0	2	16	0
112.6	106289045504	11183448064	1526288384	0	0	20432715776	22386843648	107374182400	103079215104	86941466624	10450612224	9776414720	4032368640	1522540544	0	0	0	0	0	0	0	0	0.0	0	0	0	2	17	0
113.6	109067612160	7472316416	3776512	0	0	14481444864	22386843648	107374182400	103079215104	92892737536	8263237632	6066835456	1823862784	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	17	0
114.6	106702999552	9661362176	4390912	0	0	19504009216	22386843648	107374182400	103079215104	87870173184	11087831040	8252125184	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	17	0
115.7	106912468992	12974874624	3315814400	0	0	22270873600	22386843648	107374182400	103079215104	85103308800	10450714624	11565625344	4011241472	3313508352	0	0	0	0	0	0	0	0	0.0	0	0	0	2	17	0
116.7	106910429184	11286667264	1627607040	0	0	20536594432	22386843648	107374182400	103079215104	86837587968	10450714624	9877417984	4011241472	1623203840	0	0	0	0	0	0	0	0	0.0	0	0	0	2	18	0
117.7	110115471360	7393480704	4390912	0	0	14323113984	22386843648	107374182400	103079215104	93051068416	8184975360	5988696064	1766793216	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	18	0
118.7	107495116800	9660694528	4399104	0	0	19326365696	22386843648	107374182400	103079215104	88047816704	10910445568	8251793408	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	18	0
119.7	107475009536	12484022272	2825203712	0	0	21766725632	22386843648	107374182400	103079215104	85607456768	10450833408	11074560000	4032368640	2822774784	0	0	0	0	0	0	0	0	0.0	0	0	0	2	18	0
120.7	106982449152	11003432960	1346711552	0	0	20247916544	22386843648	107374182400	103079215104	87126265856	10450833408	9596067840	4032368640	1342185472	0	0	0	0	0	0	0	0	0.0	0	0	0	2	19	0
121.7	110263414784	7289073664	4493312	0	0	14113398784	22386843648	107374182400	103079215104	93260783616	8080326656	5882404864	1640796160	0	0	0	0	0	0	0	0	0	0.0	0	0	0	2	19	0
122.8	107596492800	9661452288	4509696	0	0	19149512704	22386843648	107374182400	103079215104	88224669696	10732838912	8252133376	4011241472	0	0	0	0	0	0	0	0	0	0.0	0	0	0	2	19	0
123.8	107399155712	12186574848	2529484800	0	0	21464231936	22386843648	107374182400	103079215104	85909950464	10450935808	10779201536	4011241472	2524971008	0	0	0	0	0	0	0	0	0.0	0	0	0	2	19	0
124.8	107008991232	10450132992	790990848	0	0	19677839360	22386843648	107374182400	103079215104	87696343040	10450935808	9040662528	4011241472	788533248	0	0	0	0	0	0	0	0	0.0	0	0	0	2	20	0
125.8	109240676352	7097925632	6590464	0	0	13708283904	22386843648	107374182400	103079215104	93665898496	7879618560	5681156096	1461096448	4096	0	0	0	0	0	0	0	0	0.0	0	0	0	2	20	0
126.8	106684760064	9671565312	7593984	0	0	18864492544	22386843648	107374182400	103079215104	88509689856	10451030016	8251801600	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	20	0
127.8	106269081600	10862768128	1202085888	0	0	20098904064	22386843648	107374182400	103079215104	87275278336	10451038208	9453469696	4032368640	1199579136	0	0	0	0	0	0	0	0	0.0	0	0	0	2	20	0
128.8	105808842752	9665294336	4616192	0	0	18870317056	22386843648	107374182400	103079215104	88503865344	10451038208	8255995904	4032368640	4202496	0	0	0	0	0	0	0	0	0.0	0	0	0	2	21	0
129.9	109422878720	6799933440	3608576	0	0	13130784768	22386843648	107374182400	103079215104	94243397632	7590572032	5393653760	1150844928	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	21	0
130.9	106415665152	9661280256	3956736	0	0	18865840128	22386843648	107374182400	103079215104	88508342272	10451136512	8252141568	4011241472	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	21	0
131.9	105259581440	10412396544	753061888	0	0	19638996992	22386843648	107374182400	103079215104	87735185408	10451140608	9002921984	4011241472	748695552	0	0	0	0	0	0	0	0	0.0	0	0	0	2	21	0
132.9	104501608448	9661636608	3932160	0	0	19339714560	22386843648	107374182400	103079215104	88034467840	10923454464	8252141568	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	22	0
133.9	108817342464	6581121024	4939776	0	0	12695609344	22386843648	107374182400	103079215104	94678573056	7373000704	5176659968	954437632	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	22	0
134.9	106428825600	9661292544	4841472	0	0	18865537024	22386843648	107374182400	103079215104	88508645376	10451243008	8251809792	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	22	0
136.0	105631199232	9661595648	5316608	0	0	19938484224	22386843648	107374182400	103079215104	87435698176	11524988928	8251809792	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	22	0
137.0	104697782272	9661603840	5328896	0	0	19746553856	22386843648	107374182400	103079215104	87627628544	11305926656	8251809792	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	23	0
138.0	109012815872	6278742016	5390336	0	0	12081827840	22386843648	107374182400	103079215104	95292354560	7068823552	4870475776	628920320	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	23	0
139.0	106803253248	9662140416	5406720	0	0	18865868800	22386843648	107374182400	103079215104	88508313600	10451341312	8252149760	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	23	0
140.0	105460244480	9662943232	7225344	0	0	19346317312	22386843648	107374182400	103079215104	88027865088	10930470912	8252149760	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	23	0
141.1	105384886272	9662947328	7233536	0	0	18880823296	22386843648	107374182400	103079215104	88493359104	10464194560	8252149760	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	24	0
142.1	109308166144	6352306176	7258112	0	0	12232773632	22386843648	107374182400	103079215104	95141408768	7144706048	4945465344	725770240	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	24	0
143.1	106869440512	9662730240	7282688	0	0	18865422336	22386843648	107374182400	103079215104	88508760064	10451447808	8251817984	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	24	0
144.1	105568686080	9662730240	7282688	0	0	19940999168	22386843648	107374182400	103079215104	87433183232	11525193728	8251817984	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	24	0
145.2	105246900224	9662730240	7413760	0	0	19452952576	22386843648	107374182400	103079215104	87921229824	11025162240	8251817984	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	25	0
146.2	109408595968	6247596032	7421952	0	0	12018630656	22386843648	107374182400	103079215104	95355551744	7037820928	4839292928	597725184	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	25	0
147.2	106517901312	9663086592	7434240	0	0	18866167808	22386843648	107374182400	103079215104	88508014592	10451554304	8252157952	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	25	0
148.2	105799794688	9663086592	7413760	0	0	19415240704	22386843648	107374182400	103079215104	87958941696	10975076352	8252157952	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	25	0
149.3	105906974720	9663143936	7417856	0	0	19402555392	22386843648	107374182400	103079215104	87971627008	10985623552	8252157952	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	26	0
150.3	110180798464	6208659456	7553024	0	0	11970166784	22386843648	107374182400	103079215104	95404015616	7029002240	4798988288	579178496	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	26	0
151.3	107212869632	9662820352	7561216	0	0	18865909760	22386843648	107374182400	103079215104	88508272640	10451664896	8251830272	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	26	0
152.3	106147004416	9662820352	7561216	0	0	19918766080	22386843648	107374182400	103079215104	87455416320	11501760512	8251830272	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	26	0
153.3	105504985088	9662820352	7499776	0	0	19652481024	22386843648	107374182400	103079215104	87721701376	11223584768	8251830272	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	27	0
154.4	109907079168	6284025856	7663616	0	0	12097585152	22386843648	107374182400	103079215104	95276597248	7074770944	4878192640	634388480	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	27	0
155.4	107018014720	9663172608	7942144	0	0	18865483776	22386843648	107374182400	103079215104	88508698624	10451767296	8252170240	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	27	0
156.4	105930321920	9663172608	7925760	0	0	19736768512	22386843648	107374182400	103079215104	87637413888	11305127936	8252170240	4011241472	0	0	0	0	0	0	0	0	0	0.0	0	0	0	2	27	0
157.4	105237319680	9663176704	8069120	0	0	20075380736	22386843648	107374182400	103079215104	87298801664	11659739136	8252170240	4011241472	0	0	0	0	0	0	0	0	0	0.0	0	0	0	2	28	0
158.5	110307127296	6274990080	2494464	0	0	12073127936	22386843648	107374182400	103079215104	95301054464	7065370624	4866314240	646074368	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	28	0
159.5	107365552128	9662984192	4296704	0	0	18865442816	22386843648	107374182400	103079215104	88508739584	10451869696	8251838464	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	28	0
160.5	106615648256	9662984192	5640192	0	0	19335667712	22386843648	107374182400	103079215104	88038514688	10897801216	8251838464	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	28	0
161.5	107060629504	9662980096	5484544	0	0	18883571712	22386843648	107374182400	103079215104	88490610688	10464792576	8251838464	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	29	0
162.6	111084343296	6301020160	5660672	0	0	12126593024	22386843648	107374182400	103079215104	95247589376	7091867648	4892684288	651255808	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	29	0
163.6	107753869312	9663332352	5664768	0	0	18866663424	22386843648	107374182400	103079215104	88507518976	10451980288	8252178432	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	29	0
164.6	106607960064	9671716864	5795840	0	0	19531137024	22386843648	107374182400	103079215104	87843045376	11094605824	8252178432	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	29	0
165.6	105876307968	9671716864	5799936	0	0	20076466176	22386843648	107374182400	103079215104	87297716224	11659948032	8252178432	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	30	0
166.6	110824050688	6204747776	5750784	0	0	11957866496	22386843648	107374182400	103079215104	95416315904	7029415936	4786421760	566857728	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	30	0
167.6	107677933568	9671503872	5730304	0	0	18866167808	22386843648	107374182400	103079215104	88508014592	10452082688	8251846656	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	30	0
168.7	105560879104	9671503872	3833856	266240	0	19941949440	22386843648	107374182400	103079215104	87432232960	11525828608	8251846656	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	30	0
169.7	105340706816	9671737344	3977216	0	0	19214073856	22386843648	107374182400	103079215104	88160108544	10787946496	8251846656	4032368640	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	31	0
170.7	110496514048	6298058752	3989504	0	0	12106280960	22386843648	107374182400	103079215104	95267901440	7079981056	4882718720	639213568	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	31	0
171.7	107623440384	9672085504	3993600	0	0	18867437568	22386843648	107374182400	103079215104	88506744832	10452180992	8252186624	4011241472	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	31	0
172.8	106852339712	9672085504	4038656	0	0	19150225408	22386843648	107374182400	103079215104	88223956992	10716884992	8252186624	4011241472	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	31	0
173.8	105812852736	9672089600	4030464	0	0	19682312192	22386843648	107374182400	103079215104	87691870208	11263741952	8252186624	4011241472	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	32	0
174.8	110987747328	6279401472	4374528	0	0	12064464896	22386843648	107374182400	103079215104	95309717504	7060967424	4861280256	641196032	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	32	0
175.8	107746754560	9671766016	4509696	0	0	18866569216	22386843648	107374182400	103079215104	88507613184	10452291584	8251854848	4032368640	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	32	0
176.8	106683183104	9671770112	4644864	0	0	19533541376	22386843648	107374182400	103079215104	87840641024	11093082112	8251854848	4032368640	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	32	0
177.9	106003193856	9671770112	4644864	0	0	19482275840	22386843648	107374182400	103079215104	87891906560	11063787520	8251854848	4032368640	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	33	0
178.9	110446886912	6328791040	4669440	0	0	12163473408	22386843648	107374182400	103079215104	95210708992	7109414912	4910632960	668512256	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	33	0
179.9	107403780096	9671794688	4706304	0	0	18867150848	22386843648	107374182400	103079215104	88507031552	10452393984	8252194816	4011241472	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	33	0
180.9	106565308416	9672130560	4710400	0	0	19192467456	22386843648	107374182400	103079215104	88181714944	10772959232	8252194816	4011241472	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	33	0
181.9	105866752000	9672126464	4706304	0	0	19437027328	22386843648	107374182400	103079215104	87937155072	11000430592	8252194816	4011241472	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	34	0
183.0	109762113536	6365741056	4718592	0	0	12242980864	22386843648	107374182400	103079215104	95131201536	7149916160	4950081536	730009600	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	34	0
184.0	107516383232	9671802880	4718592	0	0	18867118080	22386843648	107374182400	103079215104	88507064320	10452496384	8251863040	4032368640	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	34	0
185.0	107046137856	9671802880	4718592	0	0	18872279040	22386843648	107374182400	103079215104	88501903360	10453946368	8251863040	4032368640	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	34	0
186.0	106367213568	9680617472	6205440	0	0	18914902016	22386843648	107374182400	103079215104	88459280384	10501865472	8251863040	4032368640	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	35	0
187.0	109684105216	6323675136	7065600	0	0	12137586688	22386843648	107374182400	103079215104	95236595712	7097364480	4898209792	656183296	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	35	0
188.0	106741686272	9682501632	7196672	0	0	18867097600	22386843648	107374182400	103079215104	88507084800	10452598784	8252203008	4011241472	12288	0	0	0	0	0	0	0	0	0.0	0	0	0	2	35	0
189.1	105688719360	9672196096	6479872	0	0	19940184064	22386843648	107374182400	103079215104	87433998336	11526344704	8252203008	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	35	0
190.1	105659330560	9672437760	1044480	0	0	18869616640	22386843648	107374182400	103079215104	88504565760	10452606976	8252203008	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	36	0
191.1	109686640640	6271156224	2625536	0	0	12048011264	22386843648	107374182400	103079215104	95326171136	7052730368	4852752384	632635392	16384	0	0	0	0	0	0	0	0	0.0	0	0	0	2	36	0
192.1	105751339008	9672007680	2895872	0	0	18866335744	22386843648	107374182400	103079215104	88507846656	10452709376	8251871232	4032368640	16384	0	0	0	0	0	0	0	0	0.0	0	0	0	2	36	0
193.1	104840015872	9672335360	3772416	0	0	19247882240	22386843648	107374182400	103079215104	88126300160	10812915712	8251871232	4032368640	16384	0	0	0	0	0	0	0	0	0.0	0	0	0	2	36	0
194.2	104583036928	9672413184	5140480	0	0	19492478976	22386843648	107374182400	103079215104	87881703424	11066060800	8251871232	4032368640	16384	0	0	0	0	0	0	0	0	0.0	0	0	0	2	37	0
195.2	110337110016	6250061824	5152768	0	0	12000391168	22386843648	107374182400	103079215104	95373791232	7030153216	4829777920	588742656	16384	0	0	0	0	0	0	0	0	0.0	0	0	0	2	37	0
196.2	107057000448	9672761344	5730304	0	0	18867339264	22386843648	107374182400	103079215104	88506843136	10452815872	8252211200	4011241472	16384	0	0	0	0	0	0	0	0	0.0	0	0	0	2	37	0
197.3	106141708288	9672765440	5865472	0	0	19279933440	22386843648	107374182400	103079215104	88094248960	10852663296	8252211200	4011241472	16384	0	0	0	0	0	0	0	0	0.0	0	0	0	2	37	0
198.3	105704759296	9672765440	5865472	0	0	19729543168	22386843648	107374182400	103079215104	87644639232	11304013824	8252211200	4011241472	16384	0	0	0	0	0	0	0	0	0.0	0	0	0	2	38	0
199.3	110663204864	6287581184	5951488	0	0	12087222272	22386843648	107374182400	103079215104	95286960128	7071035392	4872085504	650653696	16384	0	0	0	0	0	0	0	0	0.0	0	0	0	2	38	0
200.3	107311988736	9672921088	4890624	0	0	18867527680	22386843648	107374182400	103079215104	88506654720	10452918272	8251879424	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	38	0
201.4	105432145920	9672921088	4890624	0	0	19943219200	22386843648	107374182400	103079215104	87430963200	11526664192	8251879424	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	38	0
202.4	105517785088	9672921088	4894720	0	0	19522424832	22386843648	107374182400	103079215104	87851757568	11105914880	8251879424	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	39	0
203.4	110013861888	6292484096	4907008	0	0	12092190720	22386843648	107374182400	103079215104	95281991680	7073005568	4874547200	631504896	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	39	0
204.4	106923438080	9673314304	5300224	0	0	18867478528	22386843648	107374182400	103079215104	88506703872	10453020672	8252219392	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	39	0
205.4	105970049024	9673314304	5279744	0	0	19189751808	22386843648	107374182400	103079215104	88184430592	10762825728	8252219392	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	39	0
206.4	105824931840	9673314304	5439488	0	0	18880282624	22386843648	107374182400	103079215104	88493899776	10462920704	8252219392	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	40	0
207.5	109989425152	6351507456	5455872	0	0	12212494336	22386843648	107374182400	103079215104	95161688064	7133655040	4934483968	713019392	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	40	0
208.5	107304099840	9672994816	5451776	0	0	18867871744	22386843648	107374182400	103079215104	88506310656	10453131264	8251887616	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	40	0
209.5	105747546112	9673347072	5554176	0	0	19163373568	22386843648	107374182400	103079215104	88210808832	10736046080	8251887616	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	40	0
210.5	105152454656	9673355264	5689344	0	0	19166117888	22386843648	107374182400	103079215104	88208064512	10749353984	8251887616	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	41	0
211.5	109454630912	6394028032	5701632	0	0	12294451200	22386843648	107374182400	103079215104	95079731200	7174336512	4975943680	732577792	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	41	0
212.5	106834354176	9673388032	5701632	0	0	18868027392	22386843648	107374182400	103079215104	88506155008	10453233664	8252227584	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	41	0
213.6	106769035264	9673707520	5705728	0	0	18935398400	22386843648	107374182400	103079215104	88438784000	10520080384	8252227584	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	41	0
214.6	106633592832	9673707520	5836800	0	0	18875744256	22386843648	107374182400	103079215104	88498438144	10457751552	8252227584	4011241472	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	42	0
215.6	110484443136	6343184384	6389760	0	0	12189859840	22386843648	107374182400	103079215104	95184322560	7124361216	4923674624	703545344	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	42	0
216.6	107371524096	9673076736	6377472	0	0	18867568640	22386843648	107374182400	103079215104	88506613760	10453331968	8251895808	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	42	0
217.6	106535313408	9673388032	6512640	0	0	18891390976	22386843648	107374182400	103079215104	88482791424	10473922560	8251895808	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	42	0
218.6	105980203008	9673388032	6643712	0	0	18907787264	22386843648	107374182400	103079215104	88466395136	10489798656	8251895808	4032368640	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	43	0
219.6	109866704896	6591528960	6758400	0	0	12343566336	22386843648	107374182400	103079215104	95030616064	7030779904	5170307072	930189312	8192	0	0	0	0	0	0	0	0	0.0	0	0	0	2	43	0
220.7	109414805504	2634194944	8765440	0	0	8413315072	22386843648	107374182400	103079215104	98960867328	7064363008	1213825024	481644544	2260992	0	0	0	0	0	0	0	0	0.0	0	0	0	2	43	0
